corr,precision,fairperception,wsd,wrd,h
0.5922828002107433,0.6521271025246361,0.5313601127554616,0.002259349674172248,0.009289102161669671,[0.5717962  0.57179601 0.49112048 ... 0.57179594 0.57179627 0.56653113]
0.9971238468287633,0.9299445260925948,0.6631430584918957,0.0002842557020698586,4.8078404538518585e-05,[0.59807829 0.73320903 0.53228688 ... 0.52529964 0.66486846 0.56680251]
0.9971229431423394,0.9297502895588075,0.6631430584918957,0.0002856988966066756,3.332375408159402e-05,[0.59743712 0.73284322 0.53161292 ... 0.52562156 0.6634587  0.56678236]
0.997103790341904,0.9296243640706362,0.6603241719520789,0.0002881313053316617,3.274273603765818e-05,[0.59638048 0.73224745 0.53051625 ... 0.52615621 0.66117197 0.56674994]
0.9970730416082731,0.9295850020680975,0.6582100070472163,0.0002923196761669504,4.441147808264144e-05,[0.59462348 0.73127662 0.52872916 ... 0.52705497 0.65746248 0.56669798]
0.9969633056219809,0.929365943390426,0.6575052854122622,0.0002997526497905683,4.7627936156794225e-05,[0.59166425 0.72969555 0.52581637 ... 0.52858825 0.65144414 0.56661563]
0.9962306662465745,0.9288934954941537,0.6560958421423537,0.0003135079767666436,5.336040298176215e-05,[0.586594   0.72708125 0.52107866 ... 0.53124738 0.64169955 0.56648674]
0.9917237043943653,0.9263138217067954,0.6434108527131783,0.00034015746066406056,0.0001289357604672268,[0.57737824 0.72280617 0.51345367 ... 0.53591841 0.62588112 0.56629207]
0.9772212972700746,0.9165504240626036,0.6264975334742776,0.00039462626854371,0.0003499931482572167,[0.56032494 0.71600939 0.50164855 ... 0.54401326 0.60028248 0.56600594]
0.9382607171443549,0.890970547237625,0.5968992248062015,0.0005087566490833992,0.0009632142738808799,[0.52664796 0.70526848 0.48446932 ... 0.55631443 0.56472672 0.56565268]
0.8514351283984029,0.8298964284768914,0.551092318534179,0.0007408096857740656,0.0025445339836463643,[0.5123522  0.68986761 0.48452195 ... 0.56796369 0.55346711 0.56553278]
0.7599283824093398,0.7651184431939375,0.5059901338971107,0.0011098836377931827,0.004959996669818787,[0.52917127 0.65385956 0.49001475 ... 0.56978648 0.55013684 0.56560345]
0.7149511243239081,0.7297889876746699,0.4770965468639887,0.001377384269877667,0.006674064700557442,[0.54543612 0.58981057 0.49238719 ... 0.57198266 0.55416751 0.56571795]
0.6856347244425876,0.7075810309985471,0.452431289640592,0.001506913161642428,0.007746974830577024,[0.55368733 0.56899524 0.49379268 ... 0.57200207 0.56065638 0.56585715]
0.6579823070281734,0.6894296439130773,0.43481324876673716,0.0016120105967847291,0.009453939707226761,[0.56245543 0.56688739 0.49429936 ... 0.57013627 0.56378162 0.5659609 ]
0.6281289804375221,0.6727037612581974,0.42212825933756165,0.0016900151561577196,0.010886788125728698,[0.56771167 0.56819368 0.49450282 ... 0.56838246 0.56763438 0.56611406]
0.6280286947209474,0.6727634396613392,0.4376321353065539,0.0016805862889367029,0.012036923766299642,[0.56920836 0.56943636 0.49458118 ... 0.5693873  0.56919328 0.5662018 ]
0.6136216742779977,0.663372129049085,0.43058491895701195,0.0016727269075099268,0.010909408816636806,[0.57004094 0.57006747 0.49461091 ... 0.56998715 0.5699922  0.56623777]
0.5843122480831636,0.6468023517062566,0.6638477801268499,0.0016699041537741874,0.011609120956588786,[0.57039118 0.57039113 0.49462074 ... 0.57039105 0.57039111 0.56625643]
0.5868176125175825,0.6466908786531345,0.7723749119097957,0.0016699043893073908,0.013613266204945768,[0.57039111 0.57039111 0.49462074 ... 0.57039111 0.57039111 0.56625643]
0.597039266135854,0.6542247363605282,0.7681465821000705,0.0016699043926934685,0.012825762049668414,[0.57039111 0.57039111 0.49462074 ... 0.57039111 0.57039111 0.56625643]
0.9971215654708739,0.9302836124638308,0.6631430584918957,8.916743111509278e-05,7.237202978794349e-05,[0.59747381 0.73363129 0.5323253  ... 0.52507484 0.66529531 0.5669159 ]
0.9971201931562793,0.9300507042195718,0.6617336152219874,8.973118880218619e-05,5.0342243997846464e-05,[0.59692693 0.73334042 0.53165939 ... 0.52536555 0.66396255 0.56687928]
0.9971016239607396,0.9298581874089115,0.6603241719520789,9.068269271683658e-05,2.9251326531501082e-05,[0.59602329 0.73286636 0.53057663 ... 0.5258484  0.66179956 0.56682017]
0.997072705674016,0.9298225070936083,0.6582100070472163,9.232735876998163e-05,1.9243892933234913e-05,[0.59451528 0.73209447 0.5288145  ... 0.52666013 0.65828769 0.56672488]
0.9969718690641624,0.9296342391037931,0.6575052854122622,9.52694422795447e-05,2.7206942349176268e-05,[0.59196057 0.7308386  0.52594863 ... 0.52804527 0.65258341 0.5665724 ]
0.9962464967231941,0.9291763277515727,0.6560958421423537,0.00010080427166021832,2.9873691126654892e-05,[0.58754719 0.72874089 0.52130405 ... 0.53044949 0.64332755 0.56633009]
0.9921709573189443,0.9267468240333857,0.6441155743481325,0.00011194802153691965,5.4071401724184196e-05,[0.57943114 0.72531456 0.51387316 ... 0.53468651 0.62828463 0.56595022]
0.9782121968574187,0.9175804158407735,0.627906976744186,0.00013605076635919903,0.0001490756936331022,[0.56415817 0.71987506 0.50247945 ... 0.54211678 0.60383665 0.56536104]
0.9415227644515177,0.8933358089856099,0.5990133897110641,0.0001907804016215364,0.0005287015119440756,[0.53365065 0.71134016 0.48636333 ... 0.55375046 0.56608532 0.56448887]
0.8602166917712822,0.8368934193202634,0.5539112050739958,0.00030055125991478,0.0015460585550808302,[0.51134851 0.69996654 0.48546972 ... 0.5651989  0.55408812 0.56389396]
0.7704242998666997,0.7717433644189954,0.51092318534179,0.00047315010931537184,0.003406487433913025,[0.52597967 0.67126555 0.4925288  ... 0.56707529 0.54922092 0.56384257]
0.7190203955102535,0.7320311495145709,0.48273431994362226,0.0006895325114738621,0.004976365584522679,[0.53924526 0.62085489 0.497697   ... 0.56708839 0.55077061 0.56401881]
0.6873428498100888,0.7065408016827959,0.45525017618040875,0.0008353166117984925,0.006395128350720599,[0.54839765 0.56714333 0.50021628 ... 0.56734604 0.55727617 0.56432318]
0.6603586147947216,0.6837552370047062,0.4369274136715997,0.0009059264883297911,0.008000752573051523,[0.55743768 0.56345398 0.50125208 ... 0.56585342 0.56055749 0.5645569 ]
0.6375045744556876,0.6679192007809142,0.42424242424242425,0.0009569753771925115,0.009077071198496071,[0.56356911 0.5648911  0.50171    ... 0.56546006 0.56414925 0.56494945]
0.6273710373097275,0.6690187793889676,0.4397463002114165,0.0009947214687621173,0.010085157865769122,[0.56628158 0.56649851 0.50194029 ... 0.56651504 0.56627356 0.565228  ]
0.6102334028074249,0.6574729354152014,0.44115574348132486,0.000991946268808995,0.011451918079257632,[0.56712523 0.56709588 0.50200799 ... 0.56705154 0.56704933 0.56532425]
0.5889471208897351,0.6479772019990101,0.6800563777307963,0.0009910688055736932,0.009879669735620296,[0.56738507 0.56738076 0.50202476 ... 0.56738114 0.56738081 0.56536158]
0.6002389218566763,0.6490640834077034,0.7568710359408034,0.0009910690126345677,0.0129849893809313,[0.56738155 0.56738155 0.50202487 ... 0.56738155 0.56738155 0.56536161]
0.5988285446919982,0.6534277567237172,0.7441860465116279,0.000991069006711789,0.011939890691288653,[0.56738153 0.56738155 0.50202487 ... 0.56738155 0.56738155 0.56536161]
